chem,gene,Column1,disease,gene_product,#_chem-gene_product_Pubmed_Abstracts,#_gene_product-disease_Pubmed_Abstracts,#_chem-disease_Pubmed_Abstracts,#_chem-gene_product-disease_Pubmed_Abstracts,Metal PDB ID
cobalt,CXCL8,,Palpitations,C-X-C motif chemokine ligand 8,0,0,0,0,
cobalt,CXCL8,,Tinnitus,C-X-C motif chemokine ligand 8,0,0,12,0,
cobalt,CXCL8,,cardiomyopathy,C-X-C motif chemokine ligand 8,0,2,177,0,
cobalt,CXCL8,,fibromyalgia,C-X-C motif chemokine ligand 8,0,0,2,0,
cobalt,CXCL8,,heart failure,C-X-C motif chemokine ligand 8,0,8,175,0,
cobalt,CXCL8,,hypothyroidism,C-X-C motif chemokine ligand 8,0,0,57,0,
cobalt,CXCL8,,innate immune response,C-X-C motif chemokine ligand 8,0,39,138,0,
cobalt,CXCL8,,melanoma,C-X-C motif chemokine ligand 8,0,13,329,0,
cobalt,CXCL8,,periprosthetic osteolysis,C-X-C motif chemokine ligand 8,0,0,65,0,
cobalt,CXCL8,,prostate cancer,C-X-C motif chemokine ligand 8,0,12,272,0,
chromium,CYP1A1,,melanoma,cytochrome P450 family 1 subfamily A member 1,0,3,149,0,
cobalt(2+),CYP1A1,,Chest tightness,cytochrome P450 family 1 subfamily A member 1,0,0,1,0,
cobalt(2+),CYP1A1,,Chronic fatigue,cytochrome P450 family 1 subfamily A member 1,0,0,2,0,
cobalt(2+),CYP1A1,,Cognitive impairment,cytochrome P450 family 1 subfamily A member 1,0,0,9,0,
cobalt(2+),CYP1A1,,Demyelinating polyneuropathy,cytochrome P450 family 1 subfamily A member 1,0,0,0,0,
cobalt(2+),CYP1A1,,Dyspnea,cytochrome P450 family 1 subfamily A member 1,0,0,20,0,
cobalt(2+),CYP1A1,,Neurotoxicity Syndromes,cytochrome P450 family 1 subfamily A member 1,0,0,20,0,
cobalt(2+),CYP1A1,,Palpitations,cytochrome P450 family 1 subfamily A member 1,0,0,0,0,
cobalt(2+),CYP1A1,,Tinnitus,cytochrome P450 family 1 subfamily A member 1,0,0,5,0,
cobalt(2+),CYP1A1,,cardiomyopathy,cytochrome P450 family 1 subfamily A member 1,0,0,49,0,
cobalt(2+),CYP1A1,,fibromyalgia,cytochrome P450 family 1 subfamily A member 1,0,0,1,0,
cobalt(2+),CYP1A1,,heart failure,cytochrome P450 family 1 subfamily A member 1,0,0,83,0,
cobalt(2+),CYP1A1,,hypothyroidism,cytochrome P450 family 1 subfamily A member 1,0,0,23,0,
cobalt(2+),CYP1A1,,innate immune response,cytochrome P450 family 1 subfamily A member 1,0,0,46,0,
cobalt(2+),CYP1A1,,melanoma,cytochrome P450 family 1 subfamily A member 1,0,3,119,0,
cobalt(2+),CYP1A1,,prostate cancer,cytochrome P450 family 1 subfamily A member 1,0,1,116,0,
cobalt(2+),CYP1A2,,Chest tightness,cytochrome P450 family 1 subfamily A member 2,0,0,1,0,
cobalt(2+),CYP1A2,,Chronic fatigue,cytochrome P450 family 1 subfamily A member 2,0,0,2,0,
cobalt(2+),CYP1A2,,Cognitive impairment,cytochrome P450 family 1 subfamily A member 2,0,0,9,0,
cobalt(2+),CYP1A2,,Demyelinating polyneuropathy,cytochrome P450 family 1 subfamily A member 2,0,0,0,0,
cobalt(2+),CYP1A2,,Dyspnea,cytochrome P450 family 1 subfamily A member 2,0,0,20,0,
cobalt(2+),CYP1A2,,Palpitations,cytochrome P450 family 1 subfamily A member 2,0,0,0,0,
cobalt(2+),CYP1A2,,Tinnitus,cytochrome P450 family 1 subfamily A member 2,0,0,5,0,
cobalt(2+),CYP1A2,,cardiomyopathy,cytochrome P450 family 1 subfamily A member 2,0,0,49,0,
cobalt(2+),CYP1A2,,fibromyalgia,cytochrome P450 family 1 subfamily A member 2,0,0,1,0,
cobalt(2+),CYP1A2,,heart failure,cytochrome P450 family 1 subfamily A member 2,0,1,83,0,
cobalt(2+),CYP1A2,,hypothyroidism,cytochrome P450 family 1 subfamily A member 2,0,0,23,0,
cobalt(2+),CYP1A2,,innate immune response,cytochrome P450 family 1 subfamily A member 2,0,0,46,0,
cobalt(2+),CYP1A2,,melanoma,cytochrome P450 family 1 subfamily A member 2,0,3,119,0,
cobalt(2+),CYP1A2,,prostate cancer,cytochrome P450 family 1 subfamily A member 2,0,1,116,0,
cobalt(2+),D2HGDH,,Chronic fatigue,D-2-hydroxyglutarate dehydrogenase,0,0,2,0,
cobalt(2+),D2HGDH,,Cognitive impairment,D-2-hydroxyglutarate dehydrogenase,0,1,9,0,
cobalt(2+),D2HGDH,,Dyspnea,D-2-hydroxyglutarate dehydrogenase,0,0,20,0,
cobalt(2+),D2HGDH,,NLRP3 inflammasome complex,D-2-hydroxyglutarate dehydrogenase,0,0,1,0,
cobalt(2+),D2HGDH,,Palpitations,D-2-hydroxyglutarate dehydrogenase,0,0,0,0,
cobalt(2+),D2HGDH,,Tinnitus,D-2-hydroxyglutarate dehydrogenase,0,0,5,0,
cobalt(2+),D2HGDH,,cardiomyopathy,D-2-hydroxyglutarate dehydrogenase,0,5,49,0,
cobalt(2+),D2HGDH,,heart failure,D-2-hydroxyglutarate dehydrogenase,0,1,83,0,
cobalt(2+),D2HGDH,,hypothyroidism,D-2-hydroxyglutarate dehydrogenase,0,0,23,0,
cobalt(2+),D2HGDH,,innate immune response,D-2-hydroxyglutarate dehydrogenase,0,3,46,0,
cobalt(2+),D2HGDH,,melanoma,D-2-hydroxyglutarate dehydrogenase,0,4,119,0,
chromium(6+),DIABLO,,anaplastic large cell lymphoma,diablo IAP-binding mitochondrial protein,0,0,0,0,
chromium(6+),DIABLO,,melanoma,diablo IAP-binding mitochondrial protein,0,3,47,0,
nickel,DKK3,,allergic contact dermatitis,dickkopf WNT signaling pathway inhibitor 3,0,0,1920,0,
nickel,DKK3,,innate immune response,dickkopf WNT signaling pathway inhibitor 3,0,0,145,0,
nickel,DKK3,,prostate cancer,dickkopf WNT signaling pathway inhibitor 3,0,6,141,0,
nickel,DKK3,,squamous cell carcinoma,dickkopf WNT signaling pathway inhibitor 3,0,5,83,0,
nickel,EHMT2,,Localized skin lesion,euchromatic histone lysine methyltransferase 2,0,0,2,0,
nickel,EHMT2,,allergic contact dermatitis,euchromatic histone lysine methyltransferase 2,0,0,1920,0,
nickel,EHMT2,,innate immune response,euchromatic histone lysine methyltransferase 2,0,2,145,0,
nickel,EHMT2,,prostate cancer,euchromatic histone lysine methyltransferase 2,0,1,141,0,
nickel,EHMT2,,squamous cell carcinoma,euchromatic histone lysine methyltransferase 2,0,0,83,0,
cobalt(2+),EI24,,Chronic fatigue,EI24 autophagy associated transmembrane protein,0,0,2,0,
cobalt(2+),EI24,,NLRP3 inflammasome complex,EI24 autophagy associated transmembrane protein,0,0,1,0,
cobalt(2+),EI24,,cardiomyopathy,EI24 autophagy associated transmembrane protein,0,0,49,0,
cobalt(2+),EI24,,heart failure,EI24 autophagy associated transmembrane protein,0,0,83,0,
cobalt(2+),EI24,,hypothyroidism,EI24 autophagy associated transmembrane protein,0,0,23,0,
cobalt(2+),EI24,,innate immune response,EI24 autophagy associated transmembrane protein,0,0,46,0,
cobalt(2+),EI24,,melanoma,EI24 autophagy associated transmembrane protein,0,0,119,0,
cobalt(2+),EI24,,prostate cancer,EI24 autophagy associated transmembrane protein,0,0,116,0,
nickel,EIF4A1,,NLRP3 inflammasome complex,eukaryotic translation initiation factor 4A1,0,0,2,0,
nickel,EIF4A1,,innate immune response,eukaryotic translation initiation factor 4A1,0,0,145,0,
nickel,EIF4A1,,prostate cancer,eukaryotic translation initiation factor 4A1,0,0,141,0,
nickel,EIF4A1,,squamous cell carcinoma,eukaryotic translation initiation factor 4A1,0,1,83,0,
chromium(6+),ENDOG,,melanoma,endonuclease G,0,6,47,0,
cobalt(2+),ENPP2,,Chest tightness,ectonucleotide pyrophosphatase/phosphodiesterase 2,0,0,1,0,
cobalt(2+),ENPP2,,Chronic fatigue,ectonucleotide pyrophosphatase/phosphodiesterase 2,0,0,2,0,
cobalt(2+),ENPP2,,Dyspnea,ectonucleotide pyrophosphatase/phosphodiesterase 2,0,0,20,0,
cobalt(2+),ENPP2,,NLRP3 inflammasome complex,ectonucleotide pyrophosphatase/phosphodiesterase 2,0,0,1,0,
cobalt(2+),ENPP2,,Tinnitus,ectonucleotide pyrophosphatase/phosphodiesterase 2,0,0,5,0,
cobalt(2+),ENPP2,,cardiomyopathy,ectonucleotide pyrophosphatase/phosphodiesterase 2,0,0,49,0,
cobalt(2+),ENPP2,,fibromyalgia,ectonucleotide pyrophosphatase/phosphodiesterase 2,0,0,1,0,
cobalt(2+),ENPP2,,heart failure,ectonucleotide pyrophosphatase/phosphodiesterase 2,0,2,83,0,
cobalt(2+),ENPP2,,hypothyroidism,ectonucleotide pyrophosphatase/phosphodiesterase 2,0,2,23,0,
cobalt(2+),ENPP2,,innate immune response,ectonucleotide pyrophosphatase/phosphodiesterase 2,0,4,46,0,
cobalt(2+),ENPP2,,melanoma,ectonucleotide pyrophosphatase/phosphodiesterase 2,0,4,119,0,
cobalt(2+),ENPP2,,prostate cancer,ectonucleotide pyrophosphatase/phosphodiesterase 2,0,0,116,0,
nickel,ENPP5,,NLRP3 inflammasome complex,ectonucleotide pyrophosphatase/phosphodiesterase family member 5,0,0,2,0,
nickel,ENPP5,,innate immune response,ectonucleotide pyrophosphatase/phosphodiesterase family member 5,0,0,145,0,
nickel,ENPP5,,prostate cancer,ectonucleotide pyrophosphatase/phosphodiesterase family member 5,0,0,141,0,
cobalt(2+),EPM2AIP1,,Tinnitus,EPM2A interacting protein 1,0,0,5,0,
cobalt(2+),EPM2AIP1,,cardiomyopathy,EPM2A interacting protein 1,0,0,49,0,
cobalt(2+),EPM2AIP1,,heart failure,EPM2A interacting protein 1,0,0,83,0,
cobalt(2+),EPM2AIP1,,hypothyroidism,EPM2A interacting protein 1,0,0,23,0,
cobalt(2+),EPM2AIP1,,innate immune response,EPM2A interacting protein 1,0,0,46,0,
cobalt(2+),EPM2AIP1,,melanoma,EPM2A interacting protein 1,0,0,119,0,
cobalt(2+),EPM2AIP1,,prostate cancer,EPM2A interacting protein 1,0,0,116,0,
cobalt,F2,,Chest tightness,"coagulation factor II, thrombin",0,0,4,0,
cobalt,F2,,Chronic fatigue,"coagulation factor II, thrombin",0,2,2,0,
cobalt,F2,,Dyspnea,"coagulation factor II, thrombin",0,5,62,0,
cobalt,F2,,NLRP3 inflammasome complex,"coagulation factor II, thrombin",0,1,3,0,
cobalt,F2,,Palpitations,"coagulation factor II, thrombin",0,0,0,0,
cobalt,F2,,Tinnitus,"coagulation factor II, thrombin",0,0,12,0,
cobalt,F2,,cardiomyopathy,"coagulation factor II, thrombin",0,16,177,0,
cobalt,F2,,demyelinating polyneuropathy,"coagulation factor II, thrombin",0,0,0,0,
cobalt,F2,,fibromyalgia,"coagulation factor II, thrombin",0,1,2,0,
cobalt,F2,,heart failure,"coagulation factor II, thrombin",0,47,175,0,
cobalt,F2,,hypothyroidism,"coagulation factor II, thrombin",0,3,57,0,
cobalt,F2,,innate immune response,"coagulation factor II, thrombin",0,18,138,0,
cobalt,F2,,melanoma,"coagulation factor II, thrombin",0,23,329,0,
cobalt,F2,,periprosthetic osteolysis,"coagulation factor II, thrombin",0,0,65,0,
cobalt,F2,,prostate cancer,"coagulation factor II, thrombin",0,22,272,0,
chromium(6+),FANCA,,melanoma,FA complementation group A,0,0,47,0,
chromium(6+),FANCD2,,melanoma,FA complementation group D2,0,0,47,0,
chromium(6+),FANCG,,melanoma,FA complementation group G,0,0,47,0,
cobalt(2+),FHIT,,Chronic fatigue,fragile histidine triad diadenosine triphosphatase,0,0,2,0,
cobalt(2+),FHIT,,Cognitive impairment,fragile histidine triad diadenosine triphosphatase,0,0,9,0,
cobalt(2+),FHIT,,Dyspnea,fragile histidine triad diadenosine triphosphatase,0,0,20,0,
cobalt(2+),FHIT,,NLRP3 inflammasome complex,fragile histidine triad diadenosine triphosphatase,0,0,1,0,
cobalt(2+),FHIT,,Palpitations,fragile histidine triad diadenosine triphosphatase,0,0,0,0,
cobalt(2+),FHIT,,Tinnitus,fragile histidine triad diadenosine triphosphatase,0,0,5,0,
cobalt(2+),FHIT,,cardiomyopathy,fragile histidine triad diadenosine triphosphatase,0,0,49,0,
cobalt(2+),FHIT,,heart failure,fragile histidine triad diadenosine triphosphatase,0,0,83,0,
cobalt(2+),FHIT,,hypothyroidism,fragile histidine triad diadenosine triphosphatase,0,0,23,0,
cobalt(2+),FHIT,,innate immune response,fragile histidine triad diadenosine triphosphatase,0,0,46,0,
cobalt(2+),FHIT,,melanoma,fragile histidine triad diadenosine triphosphatase,0,0,119,0,
cobalt(2+),FHIT,,prostate cancer,fragile histidine triad diadenosine triphosphatase,0,0,116,0,
nickel(2+),FHIT,,NLRP3 inflammasome complex,fragile histidine triad diadenosine triphosphatase,0,0,1,0,
nickel(2+),FHIT,,allergic contact dermatitis,fragile histidine triad diadenosine triphosphatase,0,0,863,0,
nickel(2+),FHIT,,innate immune response,fragile histidine triad diadenosine triphosphatase,0,0,62,0,
nickel(2+),FHIT,,prostate cancer,fragile histidine triad diadenosine triphosphatase,0,0,72,0,
nickel(2+),FHIT,,squamous cell carcinoma,fragile histidine triad diadenosine triphosphatase,0,0,22,0,
nickel,FHL1,,NLRP3 inflammasome complex,four and a half LIM domains 1,0,0,2,0,
nickel,FHL1,,allergic contact dermatitis,four and a half LIM domains 1,0,0,1920,0,
nickel,FHL1,,innate immune response,four and a half LIM domains 1,0,0,145,0,
nickel,FHL1,,prostate cancer,four and a half LIM domains 1,0,0,141,0,
nickel,FHL1,,squamous cell carcinoma,four and a half LIM domains 1,0,0,83,0,
nickel,FOSB,,allergic contact dermatitis,"FosB proto-oncogene, AP-1 transcription factor subunit",0,0,1920,0,
nickel,FOSB,,innate immune response,"FosB proto-oncogene, AP-1 transcription factor subunit",0,0,145,0,
nickel,FOSB,,prostate cancer,"FosB proto-oncogene, AP-1 transcription factor subunit",0,0,141,0,
nickel,FOSB,,squamous cell carcinoma,"FosB proto-oncogene, AP-1 transcription factor subunit",0,0,83,0,
chromium(6+),FYN,,anaplastic large cell lymphoma,"FYN proto-oncogene, Src family tyrosine kinase",0,0,0,0,
chromium(6+),FYN,,melanoma,"FYN proto-oncogene, Src family tyrosine kinase",0,23,47,0,
nickel,FZD4,,NLRP3 inflammasome complex,frizzled class receptor 4,0,0,2,0,
nickel,FZD4,,innate immune response,frizzled class receptor 4,0,1,145,0,
nickel,FZD4,,squamous cell carcinoma,frizzled class receptor 4,0,0,83,0,
nickel,GADD45B,,NLRP3 inflammasome complex,growth arrest and DNA damage inducible beta,0,0,2,0,
nickel,GADD45B,,allergic contact dermatitis,growth arrest and DNA damage inducible beta,0,0,1920,0,
nickel,GADD45B,,innate immune response,growth arrest and DNA damage inducible beta,0,5,145,0,
nickel,GADD45B,,periprosthetic osteolysis,growth arrest and DNA damage inducible beta,0,0,5,0,
nickel,GADD45B,,prostate cancer,growth arrest and DNA damage inducible beta,0,4,141,0,
nickel,GADD45B,,squamous cell carcinoma,growth arrest and DNA damage inducible beta,0,2,83,0,
cobalt(2+),GPX1,,Chest tightness,glutathione peroxidase 1,0,0,1,0,
cobalt(2+),GPX1,,Chronic fatigue,glutathione peroxidase 1,0,1,2,0,
cobalt(2+),GPX1,,Cognitive impairment,glutathione peroxidase 1,0,9,9,0,
cobalt(2+),GPX1,,Dyspnea,glutathione peroxidase 1,0,0,20,0,
cobalt(2+),GPX1,,NLRP3 inflammasome complex,glutathione peroxidase 1,0,0,1,0,
cobalt(2+),GPX1,,Palpitations,glutathione peroxidase 1,0,0,0,0,
cobalt(2+),GPX1,,Tinnitus,glutathione peroxidase 1,0,0,5,0,
cobalt(2+),GPX1,,cardiomyopathy,glutathione peroxidase 1,0,34,49,0,
cobalt(2+),GPX1,,fibromyalgia,glutathione peroxidase 1,0,1,1,0,
cobalt(2+),GPX1,,heart failure,glutathione peroxidase 1,0,15,83,0,
cobalt(2+),GPX1,,hypothyroidism,glutathione peroxidase 1,0,4,23,0,
cobalt(2+),GPX1,,innate immune response,glutathione peroxidase 1,0,15,46,0,
cobalt(2+),GPX1,,melanoma,glutathione peroxidase 1,0,3,119,0,
cobalt(2+),GPX1,,prostate cancer,glutathione peroxidase 1,0,30,116,0,
cobalt(2+),GSTA3,,Chest tightness,glutathione S-transferase alpha 3,0,0,1,0,
cobalt(2+),GSTA3,,Chronic fatigue,glutathione S-transferase alpha 3,0,0,2,0,
cobalt(2+),GSTA3,,Dyspnea,glutathione S-transferase alpha 3,0,0,20,0,
cobalt(2+),GSTA3,,NLRP3 inflammasome complex,glutathione S-transferase alpha 3,0,0,1,0,
cobalt(2+),GSTA3,,Palpitations,glutathione S-transferase alpha 3,0,0,0,0,
cobalt(2+),GSTA3,,Tinnitus,glutathione S-transferase alpha 3,0,0,5,0,
cobalt(2+),GSTA3,,cardiomyopathy,glutathione S-transferase alpha 3,0,0,49,0,
cobalt(2+),GSTA3,,fibromyalgia,glutathione S-transferase alpha 3,0,0,1,0,
cobalt(2+),GSTA3,,heart failure,glutathione S-transferase alpha 3,0,0,83,0,
cobalt(2+),GSTA3,,hypothyroidism,glutathione S-transferase alpha 3,0,5,23,0,
cobalt(2+),GSTA3,,innate immune response,glutathione S-transferase alpha 3,0,0,46,0,
cobalt(2+),GSTA3,,melanoma,glutathione S-transferase alpha 3,0,1,119,0,
cobalt(2+),GSTA3,,prostate cancer,glutathione S-transferase alpha 3,0,2,116,0,
cobalt(2+),GSTM1,,Chest tightness,glutathione S-transferase mu 1,0,0,1,0,
cobalt(2+),GSTM1,,Chronic fatigue,glutathione S-transferase mu 1,0,0,2,0,
cobalt(2+),GSTM1,,Dyspnea,glutathione S-transferase mu 1,0,0,20,0,
cobalt(2+),GSTM1,,NLRP3 inflammasome complex,glutathione S-transferase mu 1,0,0,1,0,
cobalt(2+),GSTM1,,Palpitations,glutathione S-transferase mu 1,0,0,0,0,
cobalt(2+),GSTM1,,Tinnitus,glutathione S-transferase mu 1,0,0,5,0,
cobalt(2+),GSTM1,,cardiomyopathy,glutathione S-transferase mu 1,0,0,49,0,
cobalt(2+),GSTM1,,demyelinating polyneuropathy,glutathione S-transferase mu 1,0,0,0,0,
cobalt(2+),GSTM1,,fibromyalgia,glutathione S-transferase mu 1,0,0,1,0,
cobalt(2+),GSTM1,,heart failure,glutathione S-transferase mu 1,0,2,83,0,
cobalt(2+),GSTM1,,hypothyroidism,glutathione S-transferase mu 1,0,1,23,0,
cobalt(2+),GSTM1,,innate immune response,glutathione S-transferase mu 1,0,4,46,0,
cobalt(2+),GSTM1,,melanoma,glutathione S-transferase mu 1,0,12,119,0,
cobalt(2+),GSTM1,,prostate cancer,glutathione S-transferase mu 1,0,13,116,0,
nickel,GSTM2,,NLRP3 inflammasome complex,glutathione S-transferase mu 2,0,0,2,0,
nickel,GSTM2,,allergic contact dermatitis,glutathione S-transferase mu 2,0,1,1920,0,
nickel,GSTM2,,innate immune response,glutathione S-transferase mu 2,0,1,145,0,
nickel,GSTM2,,prostate cancer,glutathione S-transferase mu 2,0,1,141,0,
nickel,GSTM2,,squamous cell carcinoma,glutathione S-transferase mu 2,0,0,83,0,
nickel,HLA-DRB4,,NLRP3 inflammasome complex,"major histocompatibility complex, class II, DR beta 4",0,0,2,0,
nickel,HLA-DRB4,,allergic contact dermatitis,"major histocompatibility complex, class II, DR beta 4",0,0,1920,0,
nickel,HLA-DRB4,,innate immune response,"major histocompatibility complex, class II, DR beta 4",0,3,145,0,
nickel,HLA-DRB4,,metal allergy,"major histocompatibility complex, class II, DR beta 4",0,0,2517,0,
nickel,HLA-DRB4,,periprosthetic osteolysis,"major histocompatibility complex, class II, DR beta 4",0,0,5,0,
nickel,HLA-DRB4,,prostate cancer,"major histocompatibility complex, class II, DR beta 4",0,0,141,0,
nickel,HLA-DRB4,,squamous cell carcinoma,"major histocompatibility complex, class II, DR beta 4",0,4,83,0,
nickel,HSPA5,,NLRP3 inflammasome complex,heat shock protein family A (Hsp70) member 5,0,0,2,0,
nickel,HSPA5,,allergic contact dermatitis,heat shock protein family A (Hsp70) member 5,0,0,1920,0,
nickel,HSPA5,,innate immune response,heat shock protein family A (Hsp70) member 5,0,8,145,0,
nickel,HSPA5,,prostate cancer,heat shock protein family A (Hsp70) member 5,0,3,141,0,
nickel,HSPA5,,squamous cell carcinoma,heat shock protein family A (Hsp70) member 5,0,4,83,0,
chromium,IKBKB,,anaplastic large cell lymphoma,inhibitor of nuclear factor kappa B kinase subunit beta,0,0,0,0,
chromium,IKBKB,,melanoma,inhibitor of nuclear factor kappa B kinase subunit beta,0,5,149,0,
chromium(6+),LCK,,anaplastic large cell lymphoma,"LCK proto-oncogene, Src family tyrosine kinase",0,0,0,0,
chromium(6+),LCK,,melanoma,"LCK proto-oncogene, Src family tyrosine kinase",0,4,47,0,
cobalt,LHB,,Chest tightness,luteinizing hormone subunit beta,0,0,4,0,
cobalt,LHB,,Chronic fatigue,luteinizing hormone subunit beta,0,0,2,0,
cobalt,LHB,,Dyspnea,luteinizing hormone subunit beta,0,0,62,0,
cobalt,LHB,,NLRP3 inflammasome complex,luteinizing hormone subunit beta,0,0,3,0,
cobalt,LHB,,Palpitations,luteinizing hormone subunit beta,0,0,0,0,
cobalt,LHB,,Tinnitus,luteinizing hormone subunit beta,0,0,12,0,
cobalt,LHB,,cardiomyopathy,luteinizing hormone subunit beta,0,0,177,0,
cobalt,LHB,,fibromyalgia,luteinizing hormone subunit beta,0,0,2,0,
cobalt,LHB,,heart failure,luteinizing hormone subunit beta,0,1,175,0,
cobalt,LHB,,hypothyroidism,luteinizing hormone subunit beta,0,45,57,0,
cobalt,LHB,,innate immune response,luteinizing hormone subunit beta,0,0,138,0,
cobalt,LHB,,melanoma,luteinizing hormone subunit beta,0,2,329,0,
cobalt,LHB,,prostate cancer,luteinizing hormone subunit beta,0,15,272,0,
nickel,LTBP4,,NLRP3 inflammasome complex,latent transforming growth factor beta binding protein 4,0,0,2,0,
nickel,LTBP4,,innate immune response,latent transforming growth factor beta binding protein 4,0,1,145,0,
nickel,LTBP4,,periprosthetic osteolysis,latent transforming growth factor beta binding protein 4,0,0,5,0,
nickel,LTBP4,,prostate cancer,latent transforming growth factor beta binding protein 4,0,4,141,0,
nickel,LTBP4,,squamous cell carcinoma,latent transforming growth factor beta binding protein 4,0,3,83,0,
cobalt(2+),MAP2K3,,Chronic fatigue,mitogen-activated protein kinase kinase 3,0,0,2,0,
cobalt(2+),MAP2K3,,Dyspnea,mitogen-activated protein kinase kinase 3,0,0,20,0,
cobalt(2+),MAP2K3,,NLRP3 inflammasome complex,mitogen-activated protein kinase kinase 3,0,0,1,0,
cobalt(2+),MAP2K3,,Tinnitus,mitogen-activated protein kinase kinase 3,0,0,5,0,
cobalt(2+),MAP2K3,,cardiomyopathy,mitogen-activated protein kinase kinase 3,0,7,49,0,
cobalt(2+),MAP2K3,,fibromyalgia,mitogen-activated protein kinase kinase 3,0,0,1,0,
cobalt(2+),MAP2K3,,heart failure,mitogen-activated protein kinase kinase 3,0,10,83,0,
cobalt(2+),MAP2K3,,hypothyroidism,mitogen-activated protein kinase kinase 3,0,0,23,0,
cobalt(2+),MAP2K3,,innate immune response,mitogen-activated protein kinase kinase 3,0,14,46,0,
cobalt(2+),MAP2K3,,melanoma,mitogen-activated protein kinase kinase 3,0,2,119,0,
cobalt(2+),MAP2K3,,periprosthetic osteolysis,mitogen-activated protein kinase kinase 3,0,0,29,0,
cobalt(2+),MAP2K3,,prostate cancer,mitogen-activated protein kinase kinase 3,0,5,116,0,
chromium(6+),MAPK8,,melanoma,mitogen-activated protein kinase 8,0,15,47,0,
chromium(6+),MAPK9,,anaplastic large cell lymphoma,mitogen-activated protein kinase 9,0,1,0,0,
chromium(6+),MAPK9,,melanoma,mitogen-activated protein kinase 9,0,11,47,0,
cobalt(2+),MAT1A,,Chronic fatigue,methionine adenosyltransferase 1A,0,0,2,0,
cobalt(2+),MAT1A,,Dyspnea,methionine adenosyltransferase 1A,0,0,20,0,
cobalt(2+),MAT1A,,NLRP3 inflammasome complex,methionine adenosyltransferase 1A,0,0,1,0,
cobalt(2+),MAT1A,,Tinnitus,methionine adenosyltransferase 1A,0,0,5,0,
cobalt(2+),MAT1A,,cardiomyopathy,methionine adenosyltransferase 1A,0,0,49,0,
cobalt(2+),MAT1A,,demyelinating polyneuropathy,methionine adenosyltransferase 1A,0,0,0,0,
cobalt(2+),MAT1A,,fibromyalgia,methionine adenosyltransferase 1A,0,0,1,0,
cobalt(2+),MAT1A,,heart failure,methionine adenosyltransferase 1A,0,0,83,0,
cobalt(2+),MAT1A,,hypothyroidism,methionine adenosyltransferase 1A,0,0,23,0,
cobalt(2+),MAT1A,,innate immune response,methionine adenosyltransferase 1A,0,0,46,0,
cobalt(2+),MAT1A,,melanoma,methionine adenosyltransferase 1A,0,0,119,0,
cobalt(2+),MAT1A,,prostate cancer,methionine adenosyltransferase 1A,0,0,116,0,
cobalt(2+),MAT2A,,Chronic fatigue,methionine adenosyltransferase 2A,0,0,2,0,
cobalt(2+),MAT2A,,Cognitive impairment,methionine adenosyltransferase 2A,0,0,9,0,
cobalt(2+),MAT2A,,Dyspnea,methionine adenosyltransferase 2A,0,0,20,0,
cobalt(2+),MAT2A,,NLRP3 inflammasome complex,methionine adenosyltransferase 2A,0,0,1,0,
cobalt(2+),MAT2A,,Palpitations,methionine adenosyltransferase 2A,0,0,0,0,
cobalt(2+),MAT2A,,cardiomyopathy,methionine adenosyltransferase 2A,0,0,49,0,
cobalt(2+),MAT2A,,heart failure,methionine adenosyltransferase 2A,0,0,83,0,
cobalt(2+),MAT2A,,hypothyroidism,methionine adenosyltransferase 2A,0,0,23,0,
cobalt(2+),MAT2A,,innate immune response,methionine adenosyltransferase 2A,0,0,46,0,
cobalt(2+),MAT2A,,melanoma,methionine adenosyltransferase 2A,0,1,119,0,
cobalt(2+),MAT2A,,prostate cancer,methionine adenosyltransferase 2A,0,1,116,0,
cobalt(2+),MBTPS1,,Chronic fatigue,"membrane bound transcription factor peptidase, site 1",0,0,2,0,
cobalt(2+),MBTPS1,,Dyspnea,"membrane bound transcription factor peptidase, site 1",0,0,20,0,
cobalt(2+),MBTPS1,,NLRP3 inflammasome complex,"membrane bound transcription factor peptidase, site 1",0,1,1,0,
cobalt(2+),MBTPS1,,cardiomyopathy,"membrane bound transcription factor peptidase, site 1",0,1,49,0,
cobalt(2+),MBTPS1,,heart failure,"membrane bound transcription factor peptidase, site 1",0,0,83,0,
cobalt(2+),MBTPS1,,hypothyroidism,"membrane bound transcription factor peptidase, site 1",0,0,23,0,
cobalt(2+),MBTPS1,,innate immune response,"membrane bound transcription factor peptidase, site 1",0,3,46,0,
cobalt(2+),MBTPS1,,prostate cancer,"membrane bound transcription factor peptidase, site 1",0,1,116,0,
nickel,MCL1,,NLRP3 inflammasome complex,"MCL1 apoptosis regulator, BCL2 family member",0,0,2,0,
nickel,MCL1,,allergic contact dermatitis,"MCL1 apoptosis regulator, BCL2 family member",0,0,1920,0,
nickel,MCL1,,innate immune response,"MCL1 apoptosis regulator, BCL2 family member",0,4,145,0,
nickel,MCL1,,periprosthetic osteolysis,"MCL1 apoptosis regulator, BCL2 family member",0,0,5,0,
nickel,MCL1,,prostate cancer,"MCL1 apoptosis regulator, BCL2 family member",0,2,141,0,
nickel,MCL1,,squamous cell carcinoma,"MCL1 apoptosis regulator, BCL2 family member",0,1,83,0,
cobalt(2+),METAP1D,,NLRP3 inflammasome complex,"methionyl aminopeptidase type 1D, mitochondrial",0,0,1,0,
cobalt(2+),METAP1D,,cardiomyopathy,"methionyl aminopeptidase type 1D, mitochondrial",0,0,49,0,
